"BusinessYear","StateCode","IssuerId","SourceName","ImportDate","ServiceAreaId","ServiceAreaName","CoverEntireState","County","PartialCounty","ZipCodes","PartialCountyJustification","MarketCoverage","DentalOnlyPlan"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01085","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01087","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01089","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01091","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01093","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01095","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01097","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01099","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01101","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01103","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01105","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01107","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01109","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01111","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01113","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01115","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01117","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01119","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01121","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01123","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01125","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01127","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01129","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01131","No",,,"Individual","Yes"
"2022","AL","17540","HIOS","2021-06-12 01:01:28","ALS001","GLIC Indiv PPO On and Off Exchange","No","01133","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01001","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01003","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01005","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01009","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01011","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01015","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01029","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01017","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01019","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01021","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01031","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01033","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01039","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01043","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01047","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01045","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01049","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01051","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01055","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01059","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01069","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01071","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01073","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01077","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01081","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01083","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01085","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01087","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01089","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01095","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01097","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01099","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01101","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01103","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01109","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01113","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01115","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01117","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01121","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01123","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01125","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01127","No",,,"Individual","Yes"
"2022","AL","18239","HIOS","2021-05-18 01:00:34","ALS001","AL PPO Exchange","No","01133","No",,,"Individual","Yes"
"2022","AL","18756","HIOS","2021-05-14 01:00:27","ALS001","METLIFE PREFERRED DENTAL PROGRAM","Yes",,,,,"SHOP (Small Group)","Yes"
"2022","AL","28725","HIOS","2021-08-13 01:01:08","ALS001","Alabama","Yes",,,,,"Individual","Yes"
"2022","AL","44580","HIOS","2021-05-20 01:01:09","ALS001","Dental","Yes",,,,,"Individual","Yes"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS001","State","Yes",,,,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS002","State Dental","Yes",,,,,"Individual","Yes"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS004","EPO","No","01073","No",,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS004","EPO","No","01117","No",,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS004","EPO","No","01127","No",,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS004","EPO","No","01021","No",,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS004","EPO","No","01007","No",,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS004","EPO","No","01009","No",,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS004","EPO","No","01115","No",,,"Individual","No"
"2022","AL","46944","HIOS","2022-03-26 08:21:16","ALS003","STATE","Yes",,,,,"SHOP (Small Group)","No"
"2022","AL","60075","HIOS","2021-05-27 01:00:48","ALS001","ALABAMA","Yes",,,,,"Individual","Yes"
"2022","AL","69461","HIOS","2021-09-12 11:18:03","ALS001","Individual Exchange Plan","No","01003","No",,,"Individual","No"
"2022","AL","69461","HIOS","2021-09-12 11:18:03","ALS001","Individual Exchange Plan","No","01061","No",,,"Individual","No"
"2022","AL","69461","HIOS","2021-09-12 11:18:03","ALS001","Individual Exchange Plan","No","01067","No",,,"Individual","No"
"2022","AL","69461","HIOS","2021-09-12 11:18:03","ALS001","Individual Exchange Plan","No","01069","No",,,"Individual","No"
"2022","AL","69461","HIOS","2021-09-12 11:18:03","ALS001","Individual Exchange Plan","No","01083","No",,,"Individual","No"
"2022","AL","69461","HIOS","2021-09-12 11:18:03","ALS001","Individual Exchange Plan","No","01089","No",,,"Individual","No"
"2022","AL","69461","HIOS","2021-09-12 11:18:03","ALS001","Individual Exchange Plan","No","01097","No",,,"Individual","No"
"2022","AL","73301","HIOS","2022-01-28 01:00:58","ALS001","Bright HealthCare - Birmingham","No","01021","No",,,"Individual","No"
"2022","AL","73301","HIOS","2022-01-28 01:00:58","ALS001","Bright HealthCare - Birmingham","No","01073","No",,,"Individual","No"
"2022","AL","73301","HIOS","2022-01-28 01:00:58","ALS001","Bright HealthCare - Birmingham","No","01117","No",,,"Individual","No"
"2022","AL","73301","HIOS","2022-01-28 01:00:58","ALS001","Bright HealthCare - Birmingham","No","01127","No",,,"Individual","No"
"2022","AL","73301","HIOS","2022-01-28 01:00:58","ALS001","Bright HealthCare - Birmingham","No","01009","No",,,"Individual","No"
"2022","AL","73301","HIOS","2022-01-28 01:00:58","ALS001","Bright HealthCare - Birmingham","No","01115","No",,,"Individual","No"
"2022","AL","82285","HIOS","2021-05-08 01:00:38","ALS001","PPO INDIVIDUAL","Yes",,,,,"Individual","Yes"
"2022","AL","82285","HIOS","2021-05-08 01:00:38","ALS002","PPO SHOP","Yes",,,,,"SHOP (Small Group)","Yes"
"2022","AZ","12303","HIOS","2021-05-18 01:00:34","AZS001","AZ DQ Statewide","Yes",,,,,"Individual","Yes"
"2022","AZ","13877","HIOS","2022-04-26 04:01:31","AZS001","Oscar Arizona","No","04013","No",,,"Individual","No"
"2022","AZ","13877","HIOS","2022-04-26 04:01:31","AZS001","Oscar Arizona","No","04021","No",,,"Individual","No"
"2022","AZ","17100","HIOS","2021-05-13 01:00:50","AZS001","METLIFE PREFERRED DENTAL PROGRAM","Yes",,,,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS001","GLIC Individual PPO On and Off Exchange","Yes",,,,,"Individual","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04001","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04003","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04005","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04007","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04009","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04011","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04012","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04013","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04015","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04019","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04021","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04023","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","17454","HIOS","2021-06-12 01:01:28","AZS002","GLIC Group PPO Off Exchange","No","04025","No",,,"SHOP (Small Group)","Yes"
"2022","AZ","23435","HIOS","2021-11-18 01:01:00","AZS001","HMO_BHA_Phoenix","No","04013","No",,,"Individual","No"
"2022","AZ","23435","HIOS","2021-11-18 01:01:00","AZS001","HMO_BHA_Phoenix","No","04021","No",,,"Individual","No"
"2022","AZ","23435","HIOS","2021-11-18 01:01:00","AZS002","HMO_BHA_Tucson","No","04019","No",,,"Individual","No"
"2022","AZ","24106","HIOS","2021-05-27 01:00:48","AZS001","ARIZONA","Yes",,,,,"Individual","Yes"
"2022","AZ","30045","HIOS","2021-06-11 01:01:11","AZS001","Arizona","Yes",,,,,"Individual","Yes"
"2022","AZ","32311","HIOS","2022-02-12 04:02:23","AZS001","Medica Pinnacle","No","04013","No",,,"Individual","No"
"2022","AZ","34095","HIOS","2021-07-15 01:01:04","AZS001","EssentialSmile EPO","No","04005","No",,,"Individual","Yes"
"2022","AZ","34095","HIOS","2021-07-15 01:01:04","AZS001","EssentialSmile EPO","No","04013","No",,,"Individual","Yes"
"2022","AZ","34095","HIOS","2021-07-15 01:01:04","AZS001","EssentialSmile EPO","No","04019","No",,,"Individual","Yes"
"2022","AZ","34095","HIOS","2021-07-15 01:01:04","AZS001","EssentialSmile EPO","No","04021","No",,,"Individual","Yes"
"2022","AZ","34095","HIOS","2021-07-15 01:01:04","AZS001","EssentialSmile EPO","No","04025","No",,,"Individual","Yes"
"2022","AZ","40702","HIOS","2022-03-23 04:01:42","AZS001","Individual Exchange Plans","No","04013","No",,,"Individual","No"
"2022","AZ","40702","HIOS","2022-03-23 04:01:42","AZS001","Individual Exchange Plans","No","04019","No",,,"Individual","No"
"2022","AZ","40702","HIOS","2022-03-23 04:01:42","AZS001","Individual Exchange Plans","No","04021","No",,,"Individual","No"
"2022","AZ","53613","HIOS","2021-08-14 00:43:51","AZS001","Arizona","Yes",,,,,"Individual","Yes"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS001","Pinal County","No","04021","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS002","Gila County","No","04007","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS003","La Paz County","No","04012","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS004","Yavapai County","No","04025","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS005","Yuma County","No","04027","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS006","Coconino County","No","04005","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS007","Mohave County","No","04015","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS008","Santa Cruz County","No","04023","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS009","Northeast","No","04001","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS009","Northeast","No","04017","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS010","Southeast","No","04003","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS010","Southeast","No","04009","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS010","Southeast","No","04011","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS011","Pima County","No","04019","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS012","Maricopa County","No","04013","No",,,"Individual","No"
"2022","AZ","53901","HIOS","2022-03-08 01:01:31","AZS013","State of Arizona","Yes",,,,,"Individual","No"
